home_ID,gender,age,edu,hhtype,income_cat,income,mode,hcost,dis_to_subway,POI,dis_to_cbd,AveIncome,dis_to_Yuyuantan,dis_to_Kunminghu,newPOI,ncoffee,work_ID,commute_dis,choice,distance,car_cost,car_time,pt_time,pt_cost,bike_time,bike_cost,walk_time,walk_cost,min_income,max_income,tax_rate,cum_tax,income_after_tax
1742,male,18~30,High School and Below,Living Alone,7000元以下,21.875,步行,2005611.3,684.3007634,119,11077.59221,84770,11487.7131021,11051.1520643,879,58,1742,14.5487004002,4,14548.7004002,17.906092800246153,0.48495668000666664,0.9252292474613102,5.0,1.4548700400199999,0.0,3.2841310158465014,0.0,3000,12000.0,0.1,90.0,3360.0
1743,female,18~30,Bachelor,Living with Parents,7000元以下,21.875,自行车/电动自行车,5172957.9,231.0789103,134,10252.95634,84770,10610.5876199,10829.7258082,1141,61,1743,1.4859056119899998,3,1485.90561199,1.8288069070646151,0.049530187066333324,0.4477623266275878,3.0,0.148590561199,0.0,0.3354188740383747,0.0,3000,12000.0,0.1,90.0,3360.0
1744,female,31~40,Bachelor,Living Alone,2 ~ 3万元,156.25,私家车,1402516.5,640.1756626,253,6696.832581,72170,11252.7667034,22756.7283574,1798,21,1744,8.92112373658,1,8921.12373658,10.979844598867693,0.29737079121933335,0.7195319411115599,4.0,0.892112373658,0.0,2.0137976832009032,0.0,12000,25000.0,0.2,990.0,21410.0
1745,female,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,私家车,3554020.8,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56,1745,14.8239315496,1,14823.9315496,18.244838830276922,0.4941310516533333,0.9352894046904626,5.0,1.48239315496,0.0,3.346259943476298,0.0,3000,12000.0,0.1,90.0,7860.0
1746,male,31~40,Doctorate and Above,Three Generations or More Living Together,1 ~ 2万元,93.75,地铁,4383650.7,0.0,129,5150.446865,72170,7638.26784692,19629.7812574,1352,42,1746,8.59145986942,2,8591.45986942,10.574104454670769,0.2863819956473333,0.7074821773270833,4.0,0.859145986942,0.0,1.9393814603656885,0.0,12000,25000.0,0.2,990.0,13410.0
1747,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,地铁,1963021.5,1057.088028,152,7207.099917,72170,12033.683294,23375.3796642,1702,18,1747,12.3873546053,2,12387.354605300001,15.24597489883077,0.41291182017666667,0.8462284564147239,5.0,1.23873546053,0.0,2.7962425745598196,0.0,3000,12000.0,0.1,90.0,7860.0
1748,female,18~30,Bachelor,Three Generations or More Living Together,7000元 ~ 1万元,53.125,公交车,8161649.1,0.0,196,3560.832716,89804,9268.17962587,19518.7657185,1706,113,1748,6.62644932064,2,6626.44932064,8.155629933095383,0.22088164402133334,0.6356577667515931,4.0,0.662644932064,0.0,1.4958124877291197,0.0,3000,12000.0,0.1,90.0,7860.0
1749,female,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,私家车,1273186.2,453.4705542,113,2476.355882,96949,4735.0264113,16404.8053065,1854,102,1749,0.180076894731,1,180.076894731,0.2216331012073846,0.0060025631577,0.4000321106305759,3.0,0.0180076894731,0.0,0.04064941190316027,0.0,3000,12000.0,0.1,90.0,7860.0
1750,male,31~40,Master,Living Alone,2 ~ 3万元,156.25,自行车/电动自行车,643650.857142857,1172.952079,77,11817.12155,84770,17340.5717967,27751.4492065,975,3,1750,11.8914853319,3,11891.4853319,14.635674254646153,0.39638284439666666,0.8281036080231647,4.0,1.18914853319,0.0,2.6843082013318287,0.0,12000,25000.0,0.2,990.0,21410.0
1751,female,31~40,Bachelor,Living with Parents,1 ~ 2万元,93.75,地铁,5243901.3,410.471249,449,5090.5742,84770,10459.9039413,18779.9976422,3529,345,1751,21.1942085305,2,21194.2085305,26.08517972984615,0.7064736176833333,1.168133645470659,5.0,2.11942085305,0.0,4.784245717945824,0.0,12000,25000.0,0.2,990.0,13410.0
1752,male,18~30,Master,Living Alone,7000元 ~ 1万元,53.125,地铁,1554874.2,606.3607271,45,10584.80466,72170,7614.56681832,17869.7962975,1027,14,1752,1.24317637088,2,1243.1763708800001,1.5300632256984616,0.04143921236266667,0.43889016831628214,3.0,0.124317637088,0.0,0.2806267202889391,0.0,3000,12000.0,0.1,90.0,7860.0
1753,female,18~30,Master,Living with Partner,2 ~ 3万元,156.25,私家车,2004301.2,390.5520558,90,15252.88824,53454,20183.2020366,31465.611868,758,32,1753,7.22931383105,1,7229.31383105,8.897617022830769,0.24097712770166665,0.6576934693812625,4.0,0.7229313831049999,0.0,1.6318992846613996,0.0,12000,25000.0,0.2,990.0,21410.0
1754,female,31~40,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,地铁,3266118.9,412.678406,264,1612.865456,89804,6732.94416782,16142.1032388,2208,156,1754,0.312377453065,2,312.377453065,0.38446455761846154,0.010412581768833333,0.4048679165386142,3.0,0.031237745306499996,0.0,0.07051409775733634,0.0,3000,12000.0,0.1,90.0,7860.0
1755,male,18~30,Master,Living Alone,1 ~ 2万元,93.75,步行,1423187.7,495.4891123,19,13132.29601,72170,12073.0933311,23053.5136596,696,34,1755,2.01302029347,4,2013.0202934699998,2.477563438116923,0.067100676449,0.46702924676015095,3.0,0.20130202934699998,0.0,0.45440638678781037,0.0,12000,25000.0,0.2,990.0,13410.0
1756,male,18~30,Master,Living Alone,1 ~ 2万元,93.75,私家车,1335038.1,1241.062208,40,8667.884788,72170,11130.9502844,23194.0801782,715,16,1756,21.5236909699,1,21523.6909699,26.490696578338458,0.7174563656633333,1.180176777768128,5.0,2.15236909699,0.0,4.858620986433409,0.0,12000,25000.0,0.2,990.0,13410.0
1757,female,31~40,Bachelor,With Partner and Children,7000元以下,21.875,地铁,3798329.0,0.0,124,4997.887134,96949,2669.2514044,11298.5095853,1782,110,1757,6.46314616157,2,6463.14616157,7.9546414296246155,0.21543820538566666,0.6296887641156528,4.0,0.646314616157,0.0,1.4589494721376977,0.0,3000,12000.0,0.1,90.0,3360.0
1758,female,31~40,Doctorate and Above,Living with Partner,7000元以下,21.875,自行车/电动自行车,2946365.4,529.0973687,152,5487.119351,96949,2903.22774169,10779.3407409,1735,93,1758,10.750548035,3,10750.548035,13.231443735384616,0.35835160116666664,0.7864004482593082,4.0,1.0750548035,0.0,2.4267602787810385,0.0,3000,12000.0,0.1,90.0,3360.0
1759,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,自行车/电动自行车,1684782.0,715.5205087,87,3432.490011,84770,9187.32897291,18981.7537252,2265,182,1759,8.82728945139,3,8827.28945139,10.864356247864615,0.294242981713,0.7161021415973902,4.0,0.8827289451389999,0.0,1.9926161289819413,0.0,3000,12000.0,0.1,90.0,7860.0
1760,male,18~30,Master,Living Alone,1 ~ 2万元,93.75,出租车/网约车,1170747.6,1038.70183,163,6905.87594,93478,3886.83824027,9314.42007951,1809,102,1760,2.65121320723,1,2651.21320723,3.263031639667693,0.08837377357433333,0.4903562614129352,3.0,0.265121320723,0.0,0.5984679926027089,0.0,12000,25000.0,0.2,990.0,13410.0
1761,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,公交车,1358963.1,853.5249583,114,6377.408019,93478,4983.03580275,10053.7839654,1730,100,1761,1.43127312051,2,1431.27312051,1.7615669175507693,0.047709104017,0.4457654180098414,3.0,0.143127312051,0.0,0.3230864831851016,0.0,3000,12000.0,0.1,90.0,7860.0
1762,male,18~30,Bachelor,Living with Partner,1 ~ 2万元,93.75,地铁,3423255.0,718.0625004,69,8466.733498,84770,14124.6992184,24252.9373315,1541,48,1762,4.21889871623,2,4218.89871623,5.192490727667693,0.14062995720766666,0.5476577795760669,3.0,0.421889871623,0.0,0.9523473400067721,0.0,12000,25000.0,0.2,990.0,13410.0
1763,male,18~30,Master,Living with Parents,7000元 ~ 1万元,53.125,公交车,6061760.1,624.9081703,171,7420.883631,84770,10875.8103413,15889.2507735,1873,153,1763,4.97855086769,2,4978.55086769,6.127447221772308,0.16595169558966666,0.575424331798849,3.0,0.49785508676900003,0.0,1.1238263809683975,0.0,3000,12000.0,0.1,90.0,7860.0
1764,male,18~30,Master,Living with Partner,1 ~ 2万元,93.75,地铁,3915087.0,621.4063634,246,5065.859167,84770,9646.57789223,16948.1748477,3112,277,1764,2.21870719719,2,2218.70719719,2.7307165503876925,0.073956906573,0.47454744590262316,3.0,0.22187071971900002,0.0,0.5008368390948081,0.0,12000,25000.0,0.2,990.0,13410.0
1765,female,18~30,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,公交车,5458154.7,845.9934816,24,18788.30978,93478,14449.0840024,2613.96603883,197,2,1765,6.29961474421,2,6299.61474421,7.753371992873847,0.20998715814033334,0.6237114182587824,4.0,0.629961474421,0.0,1.4220349309729121,0.0,3000,12000.0,0.1,90.0,7860.0
1766,male,31~40,Bachelor,Living with Partner,1 ~ 2万元,93.75,地铁,6690994.2,242.8541207,133,5921.861672,89804,8513.13127083,13924.4195601,2119,121,1766,13.3985553055,2,13398.5553055,16.490529606769233,0.4466185101833334,0.8831895273415341,5.0,1.33985553055,0.0,3.024504583634312,0.0,12000,25000.0,0.2,990.0,13410.0
1767,female,31~40,Bachelor,Living Alone,2 ~ 3万元,156.25,自行车/电动自行车,976420.5,52.98280665,10,19489.69952,53454,21132.0462232,33004.093034,611,1,1767,0.0387847895104,3,38.7847895104,0.04773512555126154,0.0012928263170133333,0.39486764869792096,3.0,0.00387847895104,0.0,0.008755031492189617,0.0,12000,25000.0,0.2,990.0,21410.0
1768,male,41~50,Master,Living with Partner,2 ~ 3万元,156.25,私家车,3590697.0,675.0103605,75,13883.15814,93478,9260.94642438,3061.32643719,431,5,1768,18.1315585278,1,18131.5585278,22.31576434190769,0.6043852842599999,1.056188683455303,5.0,1.81315585278,0.0,4.09290260221219,0.0,12000,25000.0,0.2,990.0,21410.0
1769,male,31~40,Bachelor,Living with Partner,1 ~ 2万元,93.75,地铁,5188524.0,281.6744076,199,5698.441399,84770,11090.0245077,19289.7644843,3559,357,1769,1.33858703398,2,1338.58703398,1.6474917341292306,0.04461956779933333,0.44237758707035896,3.0,0.133858703398,0.0,0.30216411602257337,0.0,12000,25000.0,0.2,990.0,13410.0
1770,male,18~30,Master,Living Alone,1 ~ 2万元,93.75,公交车,1263246.6,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,1770,6.49074411759,2,6490.74411759,7.988608144726154,0.21635813725300002,0.6306975154047773,4.0,0.649074411759,0.0,1.4651792590496615,0.0,12000,25000.0,0.2,990.0,13410.0
1771,male,41~50,High School and Below,Living with Partner,7000元 ~ 1万元,53.125,公交车,0.0,419.3717446,280,2899.257257,96949,5137.20378525,13681.6679102,2574,115,1771,12.4332220824,2,12433.2220824,15.302427178338464,0.41444073608000004,0.847904989148524,5.0,1.24332220824,0.0,2.806596406862303,0.0,3000,12000.0,0.1,90.0,7860.0
1772,male,31~40,Doctorate and Above,Living with Parents,1 ~ 2万元,93.75,地铁,4383650.7,0.0,129,5150.446865,72170,7638.26784692,19629.7812574,1352,42,1772,7.922801446909999,2,7922.80144691,9.751140242350768,0.26409338156366663,0.6830415975536386,4.0,0.7922801446909999,0.0,1.7884427645395033,0.0,12000,25000.0,0.2,990.0,13410.0
1773,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,53.125,公交车,2176528.2,128.1437669,385,1363.483869,89804,6841.53078857,16556.2104018,2313,129,1773,9.23326212208,2,9233.26212208,11.364014919483076,0.3077754040693333,0.7309411193322274,4.0,0.9233262122079999,0.0,2.0842578153679456,0.0,3000,12000.0,0.1,90.0,7860.0
1774,female,31~40,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,地铁,2763974.7,1734.372394,62,17569.40343,93478,13836.694439,2139.36107081,505,43,1774,0.00106047000295,2,1.06047000295,0.0013051938497846154,3.534900009833333e-05,0.3934887619460578,3.0,0.00010604700029500001,0.0,0.00023938374784424383,0.0,3000,12000.0,0.1,90.0,7860.0
1775,male,31~40,Bachelor,Living Alone,1 ~ 2万元,93.75,地铁,2594262.0,281.6744076,199,5698.441399,84770,11090.0245077,19289.7644843,3559,357,1775,1.71281430463,2,1712.81430463,2.10807914416,0.05709381015433333,0.45605621752473424,3.0,0.17128143046299998,0.0,0.38663979788487585,0.0,12000,25000.0,0.2,990.0,13410.0
1776,male,18~30,Bachelor,Living with Parents,7000元以下,21.875,公交车,4169691.9,308.9395474,100,14153.5003,84770,19696.0172277,26949.5054705,1039,42,1776,0.0,2,0.0,0.0,0.0,0.39344999999999997,3.0,0.0,0.0,0.0,0.0,3000,12000.0,0.1,90.0,3360.0
1777,male,31~40,Doctorate and Above,Living with Parents,7000元 ~ 1万元,53.125,地铁,6474491.1,753.9271534,363,4140.216596,84770,9431.7956302,17917.0674857,3249,343,1777,5.63427540494,2,5634.27540494,6.93449280608,0.1878091801646667,0.5993921565095651,3.0,0.563427540494,0.0,1.2718454638690746,0.0,3000,12000.0,0.1,90.0,7860.0
1778,female,18~30,Bachelor,Living with Parents,7000元以下,21.875,地铁,5138238.6,415.6874472,90,7186.439501,72170,8881.80860388,20949.7651657,966,32,1778,14.1797586479,2,14179.7586479,17.45201064356923,0.47265862159666666,0.9117438115118247,5.0,1.41797586479,0.0,3.2008484532505643,0.0,3000,12000.0,0.1,90.0,3360.0
1779,male,18~30,Bachelor,Living with Partner,7000元以下,21.875,私家车,4386360.0,42.91311032,165,6673.488455,89804,8059.28309981,12326.6009327,1669,91,1779,14.8152492442,1,14815.2492442,18.234152915938463,0.49384164147333337,0.9349720519575836,5.0,1.48152492442,0.0,3.3443000551241537,0.0,3000,12000.0,0.1,90.0,3360.0
1780,female,31~40,Bachelor,Living with Partner,7000元以下,21.875,地铁,1868453.4,957.9695643,75,11328.65161,72170,14078.0740607,26141.8267855,418,1,1780,10.3885988093,2,10388.5988093,12.785967765292307,0.3462866269766666,0.7731706008112638,4.0,1.03885988093,0.0,2.3450561646275396,0.0,3000,12000.0,0.1,90.0,3360.0
1781,male,41~50,High School and Below,With Partner and Children,7000元以下,21.875,自行车/电动自行车,3658507.2,587.3458414,204,6440.181514,84770,11882.2000979,22580.1603543,1594,39,1781,6.9466374041500005,3,6946.63740415,8.549707574338463,0.23155458013833335,0.6473611748506893,4.0,0.694663740415,0.0,1.5680897074830702,0.0,3000,12000.0,0.1,90.0,3360.0
1782,male,41~50,Bachelor,Living with Parents,5万元以上,375.0,自行车/电动自行车,4611444.75,1467.320962,8,15410.97451,93478,10400.9779994,3573.45420343,241,3,1782,12.1506799917,3,12150.6799917,14.954683066707695,0.40502266639,0.8375776048299545,5.0,1.21506799917,0.0,2.7428171538826187,0.0,55000,80000.0,0.35,12090.0,46160.0
1783,female,31~40,Bachelor,Living with Parents,1 ~ 2万元,93.75,自行车/电动自行车,1463655.6,882.6688768,13,23435.74563,93478,19182.8525141,7232.75275823,138,5,1783,1.23403929387,3,1234.03929387,1.5188175924553846,0.041134643129,0.43855619292310494,3.0,0.123403929387,0.0,0.2785641746884876,0.0,12000,25000.0,0.2,990.0,13410.0
1784,male,18~30,Master,Living Alone,1 ~ 2万元,93.75,公交车,2131209.3,946.8407093,127,11984.97802,84770,15194.6885351,17805.8557102,2053,183,1784,1.1410083322800002,2,1141.00833228,1.4043179474215386,0.03803361107600001,0.4351557562253878,3.0,0.11410083322800002,0.0,0.2575639576252822,0.0,12000,25000.0,0.2,990.0,13410.0
1785,female,18~30,Bachelor,Three Generations or More Living Together,7000元 ~ 1万元,53.125,出租车/网约车,4801688.1,674.9629828,123,10269.18627,84770,15803.9569503,23511.344287,1910,101,1785,5.11140552268,1,5111.40552268,6.290960643298462,0.17038018408933334,0.5802803908631584,3.0,0.511140552268,0.0,1.1538161450744921,0.0,3000,12000.0,0.1,90.0,7860.0
1786,female,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,私家车,1851788.4,612.1403329,76,7823.674574,93478,2618.24470654,9478.930307,1386,74,1786,5.004904884079999,1,5004.90488408,6.159882934252306,0.16683016280266663,0.5763876150212641,3.0,0.5004904884079999,0.0,1.129775368866817,0.0,3000,12000.0,0.1,90.0,7860.0
1787,female,41~50,High School and Below,Living with Parents,7000元以下,21.875,私家车,5202885.6,452.7122686,177,2672.781664,89804,7153.80821942,15702.2169967,3094,185,1787,3.37400765706,1,3374.00765706,4.152624808689231,0.112466921902,0.5167756032116381,3.0,0.33740076570599997,0.0,0.7616270106230248,0.0,3000,12000.0,0.1,90.0,3360.0
1788,male,31~40,Bachelor,Living with Parents,1 ~ 2万元,93.75,私家车,355202.1,2417.990423,219,21837.89313,49695,26766.5213129,38047.525308,1002,5,1788,22.2108049287,1,22210.8049287,27.33637529686154,0.74036016429,1.2052919381521994,6.0,2.22108049287,0.0,5.013725717539503,0.0,12000,25000.0,0.2,990.0,13410.0
1789,male,18~30,Master,Living with Parents,7000元 ~ 1万元,53.125,步行,6927237.9,316.5146479,17,11429.32602,84770,10915.868405,9248.64016315,534,37,1789,0.424246608691,4,424.246608691,0.5221496722350769,0.014141553623033333,0.40895692062533723,3.0,0.0424246608691,0.0,0.0957667288241535,0.0,3000,12000.0,0.1,90.0,7860.0
1790,male,18~30,Bachelor,Living with Parents,7000元以下,21.875,地铁,5524447.5,448.8417322,144,552.0437468,89804,6162.34989792,16306.2665075,2342,142,1790,0.245503571874,2,245.503571874,0.30215824230646154,0.0081834523958,0.4024235647246145,3.0,0.0245503571874,0.0,0.055418413515575624,0.0,3000,12000.0,0.1,90.0,3360.0
1791,female,18~30,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,自行车/电动自行车,5348495.1,275.6968253,129,4175.070425,96949,3301.70788296,12040.5053622,2157,117,1791,1.9449887138,3,1944.9887138,2.3938322631384614,0.06483295712666666,0.4645425791372463,3.0,0.19449887138,0.0,0.4390493710609481,0.0,3000,12000.0,0.1,90.0,7860.0
1792,male,18~30,Master,Living with Partner,1 ~ 2万元,93.75,地铁,4081809.6,678.9321841,50,4531.824685,84770,10286.1335974,19913.6512499,2249,256,1792,5.234342911540001,2,5234.34291154,6.4422681988184625,0.17447809705133335,0.5847739573216395,3.0,0.5234342911540001,0.0,1.1815672486546278,0.0,12000,25000.0,0.2,990.0,13410.0
1793,male,18~30,Master,Living with Parents,1 ~ 2万元,93.75,公交车,3789739.8,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,1793,8.87505788139,2,8875.05788139,10.923148161710769,0.295835262713,0.7178481573279402,4.0,0.8875057881389999,0.0,2.0033990702911963,0.0,12000,25000.0,0.2,990.0,13410.0
1794,male,18~30,Master,Living Alone,7000元以下,21.875,自行车/电动自行车,2241472.2,255.3334571,138,7534.260154,84770,13287.2500868,22899.8220447,1928,134,1794,0.224073294117,3,224.073294117,0.2757825158363077,0.0074691098039,0.4016402523554665,3.0,0.0224073294117,0.0,0.05058087903318285,0.0,3000,12000.0,0.1,90.0,3360.0
1795,female,31~40,Bachelor,Living Alone,7000元 ~ 1万元,53.125,私家车,1184673.6,69.64452342,185,6626.472039,72170,3337.4915166,14881.0742995,1576,56,1795,14.7463845434,1,14746.3845434,18.14939636110769,0.49154615144666663,0.9324549323688422,5.0,1.47463845434,0.0,3.328754975936795,0.0,3000,12000.0,0.1,90.0,7860.0
1796,female,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,地铁,3199772.4,751.1462734,70,13621.83263,84770,19043.787182,25895.6636706,834,38,1796,11.1138233367,2,11113.8233367,13.678551799015384,0.37046077789,0.7996787659952794,4.0,1.11138233367,0.0,2.5087637328893906,0.0,3000,12000.0,0.1,90.0,7860.0
1797,female,18~30,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,出租车/网约车,6233640.3,358.5439418,82,10190.26144,93478,4987.43299395,7392.1404626,1190,67,1797,3.74227317656,1,3742.27317656,4.605874678843077,0.12474243921866668,0.5302363217252289,3.0,0.37422731765600004,0.0,0.8447569247313771,0.0,3000,12000.0,0.1,90.0,7860.0
1798,female,41~50,Bachelor,With Partner and Children,7000元 ~ 1万元,53.125,地铁,6675955.6,195.9000082,44,6238.895595,93478,580.086701225,12066.4584733,1199,57,1798,14.4543972057,2,14454.3972057,17.790027330092308,0.48181324019,0.9217823085303444,5.0,1.44543972057,0.0,3.2628436130248306,0.0,3000,12000.0,0.1,90.0,7860.0
1799,female,18~30,Master,Living with Parents,1 ~ 2万元,93.75,地铁,4786659.9,810.2775693,133,17336.68322,84666,11856.9333276,14489.4280094,864,18,1799,19.5291187735,2,19529.1187735,24.03583849046154,0.6509706257833333,1.1072718397027141,5.0,1.9529118773499998,0.0,4.408378955643341,0.0,12000,25000.0,0.2,990.0,13410.0
1800,female,31~40,Master,Living Alone,7000元 ~ 1万元,53.125,地铁,1394652.6,628.7046493,48,16143.54022,84666,10696.4583769,14087.0797262,1005,21,1800,16.6505913985,2,16650.5913985,20.49303556738462,0.5550197132833333,1.0020568666008391,5.0,1.66505913985,0.0,3.7585985098194135,0.0,3000,12000.0,0.1,90.0,7860.0
1801,male,31~40,Doctorate and Above,With Partner and Children,1 ~ 2万元,93.75,地铁,4783099.1,446.7402448,239,11237.71844,84770,13904.0158822,16042.8399699,1537,111,1801,11.3638512516,2,11363.8512516,13.986278463507693,0.37879504172,0.8088177029980659,4.0,1.13638512516,0.0,2.5652034427990973,0.0,12000,25000.0,0.2,990.0,13410.0
1802,female,18~30,Master,Living Alone,7000元 ~ 1万元,53.125,地铁,1188580.8,634.3171832,52,13163.05058,84770,18795.9178057,26574.9587733,870,47,1802,22.9403985947,2,22940.3985947,28.234336731938463,0.7646799531566667,1.2319598026339427,6.0,2.2940398594699998,0.0,5.178419547336343,0.0,3000,12000.0,0.1,90.0,7860.0
1803,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,地铁,2708125.2,0.0,54,29197.85518,47594,26926.5479251,35273.6606123,825,10,1803,22.957191936,2,22957.191936,28.255005459692306,0.7652397312,1.2325736272473597,6.0,2.2957191936,0.0,5.182210369300226,0.0,3000,12000.0,0.1,90.0,7860.0
1804,female,41~50,Bachelor,With Partner and Children,1 ~ 2万元,93.75,步行,4297856.2,491.0567725,107,6121.82813,93478,2202.71986559,13911.1901671,1298,57,1804,4.27109553688,4,4271.09553688,5.256732968467692,0.14236985122933332,0.5495656603655253,3.0,0.42710955368799997,0.0,0.9641299180316028,0.0,12000,25000.0,0.2,990.0,13410.0
1805,female,31~40,Bachelor,With Partner and Children,1 ~ 2万元,93.75,地铁,3128676.7,800.5709802,122,21079.48936,49695,26769.1632559,34331.7469666,792,25,1805,17.9583646599,2,17958.3646599,22.10260265833846,0.59861215533,1.0498581589271114,5.0,1.79583646599,0.0,4.053806920970655,0.0,12000,25000.0,0.2,990.0,13410.0
1806,male,41~50,Bachelor,Living with Parents,5万元以上,375.0,出租车/网约车,7233128.1,377.9749912,59,8810.253089,93478,3064.02715404,10209.3155547,1169,63,1806,4.09157168912,1,4091.5716891200004,5.035780540455385,0.13638572297066667,0.5430037645234845,3.0,0.40915716891200005,0.0,0.9236053474311513,0.0,55000,80000.0,0.35,12090.0,46160.0
1807,male,18~30,Bachelor,Living with Parents,7000元 ~ 1万元,53.125,地铁,0.0,0.0,69,10681.23842,72170,8315.47278564,18934.7668377,904,20,1807,1.3686750397,2,1368.6750397,1.6845231257846154,0.045622501323333335,0.44347735382610115,3.0,0.13686750397,0.0,0.3089559909029346,0.0,3000,12000.0,0.1,90.0,7860.0
1808,male,18~30,Master,Living with Partner,1 ~ 2万元,93.75,公交车,2526493.2,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,1808,22.3341002754,2,22334.1002754,27.488123415876924,0.7444700091800001,1.209798588566329,6.0,2.23341002754,0.0,5.041557624243793,0.0,12000,25000.0,0.2,990.0,13410.0
1809,female,31~40,Doctorate and Above,With Partner and Children,1 ~ 2万元,93.75,地铁,8660045.7,464.2351035,113,2720.241317,96949,3103.27522479,14438.4217594,1942,120,1809,11.3745587415,2,11374.558741499999,13.999456912615384,0.37915195804999996,0.8092090795997274,4.0,1.13745587415,0.0,2.567620483408578,0.0,12000,25000.0,0.2,990.0,13410.0
1810,male,18~30,Bachelor,Living Alone,7000元 ~ 1万元,53.125,公交车,641091.0,301.7868705,23,23462.6777,93478,18803.7968985,7429.78746879,90,0,1810,19.8100393352,2,19810.0393352,24.381586874092307,0.6603346445066667,1.1175399544337852,5.0,1.9810039335199998,0.0,4.471792174988713,0.0,3000,12000.0,0.1,90.0,7860.0
1811,male,31~40,Master,Other,1 ~ 2万元,93.75,出租车/网约车,4129734.0,1228.400365,186,10472.42566,84770,14869.9227522,19919.6444667,906,88,1811,17.9491222605,1,17949.1222605,22.09122739753846,0.5983040753500001,1.0495203338250425,5.0,1.7949122260500001,0.0,4.051720600564335,0.0,12000,25000.0,0.2,990.0,13410.0
1812,female,18~30,Master,Living with Parents,2 ~ 3万元,156.25,地铁,5537218.5,0.0,163,5717.087073,84770,11014.7643168,19029.0699525,3625,346,1812,5.16232159972,2,5162.32159972,6.353626584270769,0.17207738665733335,0.5821414583390988,3.0,0.516232159972,0.0,1.1653096161896164,0.0,12000,25000.0,0.2,990.0,21410.0
1813,male,18~30,Master,Other,1 ~ 2万元,93.75,公交车,2679614.0,179.0678129,338,3297.159273,89804,5764.75739175,13727.7859948,2772,118,1813,12.7336519805,2,12733.651980499999,15.672187052923077,0.42445506601666666,0.8588862026405758,5.0,1.27336519805,0.0,2.8744135396162527,0.0,12000,25000.0,0.2,990.0,13410.0
1814,female,18~30,Bachelor,Three Generations or More Living Together,7000元 ~ 1万元,53.125,自行车/电动自行车,7529068.8,777.264877,10,6351.820079,93478,1081.07583799,12545.3402497,1224,51,1814,32.5120817432,3,32512.0817432,40.014869837784616,1.0837360581066666,1.581820774516865,7.0,3.25120817432,0.0,7.3390703709255085,0.0,3000,12000.0,0.1,90.0,7860.0
1815,female,18~30,Bachelor,Other,7000元以下,21.875,地铁,5226683.0,484.5456913,92,8168.247082,93478,2410.36541616,10763.0488313,1270,52,1815,2.18578502826,2,2185.78502826,2.6901969578584617,0.07285950094200001,0.4733440857579501,3.0,0.21857850282600003,0.0,0.49340519825282175,0.0,3000,12000.0,0.1,90.0,3360.0
1816,female,31~40,Doctorate and Above,Three Generations or More Living Together,1 ~ 2万元,93.75,自行车/电动自行车,5660166.6,855.8075488,146,8841.092972,93478,3242.53756889,9412.3853949,1114,64,1816,2.5055951051000003,3,2505.5951051,3.083809360123077,0.08351983683666668,0.4850336770832468,3.0,0.25055951051,0.0,0.5655970891873591,0.0,12000,25000.0,0.2,990.0,13410.0
1817,female,18~30,Bachelor,Other,7000元 ~ 1万元,53.125,自行车/电动自行车,3439506.0,652.20859,43,14149.85121,84770,18916.2829304,23864.4453717,533,5,1817,13.3701410347,3,13370.1410347,16.455558196553845,0.44567136782333333,0.8821509383866761,5.0,1.33701410347,0.0,3.018090527020316,0.0,3000,12000.0,0.1,90.0,7860.0
1818,male,18~30,Bachelor,Living with Partner,7000元 ~ 1万元,53.125,单位班车/配车,2217996.0,1374.427216,52,17074.26715,84770,19150.6195332,18138.0290267,237,4,1818,0.0777963129121999,2,77.79631291219991,0.09574930819963066,0.0025932104304066633,0.3962935848974624,3.0,0.00777963129121999,0.0,0.017561244449706526,0.0,3000,12000.0,0.1,90.0,7860.0
1819,male,31~40,Bachelor,Living Alone,2 ~ 3万元,156.25,出租车/网约车,1675000.8,158.5702211,203,16124.03762,84770,15913.8228132,11383.2029456,856,19,1819,9.96136218895,1,9961.36218895,12.260138078707692,0.33204540629833335,0.7575543902764373,4.0,0.996136218895,0.0,2.2486144896049662,0.0,12000,25000.0,0.2,990.0,21410.0
